state,window_date,window_days,winning_size,frequency,population_variance
GOA,2022-04-28,10,S,24,101131.72222222225
GOA,2022-04-29,10,M,28,66217.71811224491
GOA,2022-04-30,10,M,24,70126.20659722225
GOA,2022-05-01,10,M,22,61786.86157024797
GOA,2022-05-02,10,3XL,22,51899.14049586776
GOA,2022-05-03,10,M,21,61244.38095238095
GOA,2022-05-04,10,M,26,58059.005917159724
GOA,2022-05-05,10,M,27,47771.95061728399
GOA,2022-05-06,10,M,26,47527.47928994085
GOA,2022-05-07,10,M,23,55108.59357277886
GOA,2022-05-08,10,M,22,42041.88429752062
GOA,2022-05-09,10,L,19,50516.86980609421
GOA,2022-05-10,10,XL,21,53499.70521541941
GOA,2022-05-11,10,L,20,48718.527500000026
GOA,2022-05-12,10,L,21,43033.71428571426
GOA,2022-05-13,10,XS,18,86547.32098765433
GOA,2022-05-14,10,XXL,15,42530.72888888884
GOA,2022-05-15,10,L,15,40456.13333333336
GOA,2022-05-16,10,S,15,37950.72888888884
GOA,2022-05-17,10,XXL,17,41734.525951557036
GOA,2022-05-18,10,XXL,17,38852.7612456748
GOA,2022-05-19,10,XL,17,57289.557093425625
GOA,2022-05-20,10,L,18,56520.888888888876
GOA,2022-05-21,10,L,17,59606.22837370244
GOA,2022-05-22,10,M,17,54339.875432525936
GOA,2022-05-23,10,M,18,54831.08950617284
GOA,2022-05-24,10,M,19,54308.69252077563
GOA,2022-05-25,10,M,18,42729.283950617275
GOA,2022-05-26,10,XL,18,55211.617283950676
GOA,2022-05-27,10,M,17,43910.01384083045
GOA,2022-05-28,10,XL,17,38970.17993079586
GOA,2022-05-29,10,M,14,40429.10204081633
GOA,2022-05-30,10,M,17,39126.73356401382
GOA,2022-05-31,10,M,16,25425.734375
GOA,2022-06-01,10,M,17,20551.418685121113
GOA,2022-06-02,10,M,18,19579.666666666686
GOA,2022-06-03,10,M,19,17637.008310249308
GOA,2022-06-04,10,S,19,35691.94459833793
GOA,2022-06-05,10,M,18,20268.68209876545
GOA,2022-06-06,10,M,20,22587.527499999967
GOA,2022-06-07,10,M,23,34030.948960302485
GOA,2022-06-08,10,M,26,33748.93639053253
GOA,2022-06-09,10,M,24,66506.70659722225
GOA,2022-06-10,10,XXL,24,56761.289930555504
GOA,2022-06-11,10,XXL,25,55402.02559999999
GOA,2022-06-12,10,XXL,25,55309.52000000008
GOA,2022-06-13,10,XXL,27,54461.21262002736
GOA,2022-06-14,10,XXL,23,20499.96597353494
GOA,2022-06-15,10,XXL,25,20598.160000000033
GOA,2022-06-16,10,M,21,77438.43990929698
GOA,2022-06-17,10,M,22,62623.14049586776
GOA,2022-06-18,10,M,21,63678.99773242627
GOA,2022-06-19,10,M,21,30403.39229024941
GOA,2022-06-20,10,M,24,32121.15972222219
GOA,2022-06-21,10,M,26,30222.86982248514
GOA,2022-06-22,10,M,24,31119.33159722219
GOA,2022-06-23,10,M,25,55525.302399999986
GOA,2022-06-24,10,M,21,60738.34013605444
GOA,2022-06-25,10,M,24,65389.07638888882
GOA,2022-06-26,10,M,24,67422.70659722225
GOA,2022-06-27,10,M,24,75439.38888888893
GOA,2022-06-28,10,M,23,79065.03213610582
GOA,2022-06-29,10,M,22,78862.24173553713
GOA,2022-06-30,10,M,19,82249.93351800554
GOA,2022-07-01,10,M,17,90059.04498269898
GOA,2022-07-02,10,M,17,90059.04498269898
GOA,2022-07-03,10,M,15,66346.90666666668
GOA,2022-07-04,10,M,13,73247.3017751479
GOA,2022-07-05,10,M,9,67949.55555555556
GOA,2022-07-06,10,M,7,67360.77551020402
GOA,2022-07-07,10,XS,6,123018.91666666663
GOA,2022-07-08,10,M,2,3906.25
GOA,2022-07-09,10,M,1,0.0
GUJARAT,2022-04-01,10,XXL,4,2784.25
GUJARAT,2022-04-02,10,XL,17,92729.2318339101
GUJARAT,2022-04-03,10,XL,31,94821.58376690943
GUJARAT,2022-04-04,10,XL,43,112030.01406165492
GUJARAT,2022-04-05,10,XL,52,99328.00591715984
GUJARAT,2022-04-06,10,XL,58,100657.34274673014
GUJARAT,2022-04-07,10,XL,62,96241.66103017685
GUJARAT,2022-04-08,10,XL,65,93253.18248520716
GUJARAT,2022-04-09,10,XL,73,90005.23362732213
GUJARAT,2022-04-10,10,XL,83,93570.14872099942
GUJARAT,2022-04-11,10,XL,91,94704.97728395066
GUJARAT,2022-04-12,10,L,89,72088.57517990156
GUJARAT,2022-04-13,10,L,96,69676.10243055562
GUJARAT,2022-04-14,10,L,89,63239.067289483675
GUJARAT,2022-04-15,10,L,91,55787.35901461169
GUJARAT,2022-04-16,10,L,92,53995.812381852535
GUJARAT,2022-04-17,10,L,91,51072.08597995411
GUJARAT,2022-04-18,10,L,89,47680.921600807924
GUJARAT,2022-04-19,10,L,91,47870.65571790852
GUJARAT,2022-04-20,10,M,95,66421.42474007566
GUJARAT,2022-04-21,10,M,92,66023.77654336579
GUJARAT,2022-04-22,10,M,99,74780.125
GUJARAT,2022-04-23,10,M,102,71881.49580189178
GUJARAT,2022-04-24,10,M,102,74691.58996705274
GUJARAT,2022-04-25,10,M,102,72205.64098292374
GUJARAT,2022-04-26,10,M,102,70986.17836318206
GUJARAT,2022-04-27,10,M,102,73295.64775093709
GUJARAT,2022-04-28,10,XL,96,63194.55693756783
GUJARAT,2022-04-29,10,XL,106,68067.41414141416
GUJARAT,2022-04-30,10,XL,105,62374.62131163612
GUJARAT,2022-05-01,10,XL,104,64082.727272727294
GUJARAT,2022-05-02,10,XL,115,65478.97884297522
GUJARAT,2022-05-03,10,XL,113,66404.86785123969
GUJARAT,2022-05-04,10,XL,109,64424.45745817007
GUJARAT,2022-05-05,10,XL,109,69756.12958348164
GUJARAT,2022-05-06,10,XL,106,78232.35743236874
GUJARAT,2022-05-07,10,XL,97,81773.01584427338
GUJARAT,2022-05-08,10,XL,102,87312.18018569535
GUJARAT,2022-05-09,10,XL,99,83650.06825484766
GUJARAT,2022-05-10,10,XL,96,80819.65028355381
GUJARAT,2022-05-11,10,3XL,88,57697.59991887503
GUJARAT,2022-05-12,10,3XL,87,60594.633079584746
GUJARAT,2022-05-13,10,3XL,89,50827.209935262275
GUJARAT,2022-05-14,10,3XL,86,51086.304280045384
GUJARAT,2022-05-15,10,3XL,82,54166.14937500004
GUJARAT,2022-05-16,10,3XL,80,56192.592105263146
GUJARAT,2022-05-17,10,3XL,89,52885.99778546719
GUJARAT,2022-05-18,10,3XL,84,61575.65859374998
GUJARAT,2022-05-19,10,3XL,76,60045.797114682326
GUJARAT,2022-05-20,10,3XL,77,63684.11128888896
GUJARAT,2022-05-21,10,3XL,77,62472.13048888894
GUJARAT,2022-05-22,10,3XL,74,57774.64737654326
GUJARAT,2022-05-23,10,3XL,72,63020.437723167415
GUJARAT,2022-05-24,10,3XL,71,73251.90895328717
GUJARAT,2022-05-25,10,3XL,69,85157.49150596885
GUJARAT,2022-05-26,10,L,67,60236.51360946754
GUJARAT,2022-05-27,10,L,64,58568.64854318416
GUJARAT,2022-05-28,10,L,66,85788.93359375
GUJARAT,2022-05-29,10,3XL,61,100188.58305555559
GUJARAT,2022-05-30,10,XL,60,79962.60427295923
GUJARAT,2022-05-31,10,XL,59,74619.93057851237
GUJARAT,2022-06-01,10,XL,66,60599.77757544228
GUJARAT,2022-06-02,10,XL,68,56905.68158861337
GUJARAT,2022-06-03,10,XL,69,56974.83225662727
GUJARAT,2022-06-04,10,XL,69,64607.591445756145
GUJARAT,2022-06-05,10,XL,66,63448.917724609375
GUJARAT,2022-06-06,10,L,71,97935.46632653062
GUJARAT,2022-06-07,10,L,71,78839.51836734702
GUJARAT,2022-06-08,10,L,71,83243.56754612178
GUJARAT,2022-06-09,10,L,76,79844.66616626014
GUJARAT,2022-06-10,10,L,75,70153.73996913579
GUJARAT,2022-06-11,10,L,75,76758.0802469136
GUJARAT,2022-06-12,10,L,75,77668.88715277775
GUJARAT,2022-06-13,10,XXL,71,71918.71885813156
GUJARAT,2022-06-14,10,XXL,74,72064.84348343592
GUJARAT,2022-06-15,10,XXL,80,71106.06262327416
GUJARAT,2022-06-16,10,XXL,83,72232.97881420521
GUJARAT,2022-06-17,10,XXL,84,71499.84770969657
GUJARAT,2022-06-18,10,XXL,79,61799.637375611404
GUJARAT,2022-06-19,10,XXL,73,61422.08106586605
GUJARAT,2022-06-20,10,M,70,85824.3020408164
GUJARAT,2022-06-21,10,XXL,65,67074.28544378694
GUJARAT,2022-06-22,10,M,66,85788.21877869603
GUJARAT,2022-06-23,10,XXL,65,59479.477869822585
GUJARAT,2022-06-24,10,XXL,64,57550.843505859375
GUJARAT,2022-06-25,10,XXL,66,67898.25252525246
GUJARAT,2022-06-26,10,XL,62,91224.50390218513
GUJARAT,2022-06-27,10,XL,65,78923.44994082843
GUJARAT,2022-06-28,10,XXL,69,71500.31884057971
GUJARAT,2022-06-29,10,XXL,67,69107.05947872583
GUJARAT,2022-06-30,10,XXL,64,69281.86889648438
GUJARAT,2022-07-01,10,XXL,61,71204.00591238914
GUJARAT,2022-07-02,10,XXL,53,72019.4738341046
GUJARAT,2022-07-03,10,XXL,44,70694.98088842985
GUJARAT,2022-07-04,10,XL,37,42984.273192110995
GUJARAT,2022-07-05,10,XL,27,45310.595336076745
GUJARAT,2022-07-06,10,XXL,21,46650.058956916095
GUJARAT,2022-07-07,10,XXL,16,54910.359375
GUJARAT,2022-07-08,10,XL,8,46032.25
GUJARAT,2022-07-09,10,S,2,80940.25
HARYANA,2022-04-01,10,XL,4,22653.5
HARYANA,2022-04-02,10,XL,11,36999.28925619833
HARYANA,2022-04-03,10,S,17,61462.290657439386
HARYANA,2022-04-04,10,L,28,87192.88775510207
HARYANA,2022-04-05,10,L,34,85688.22231833905
HARYANA,2022-04-06,10,L,45,82753.52395061724
HARYANA,2022-04-07,10,L,48,101564.4578993055
HARYANA,2022-04-08,10,L,53,93808.54681381275
HARYANA,2022-04-09,10,L,63,93275.37011841766
HARYANA,2022-04-10,10,L,75,85339.6888888888
HARYANA,2022-04-11,10,L,86,86057.89940508385
HARYANA,2022-04-12,10,L,85,89518.23169550172
HARYANA,2022-04-13,10,L,82,94990.37492563948
HARYANA,2022-04-14,10,M,89,75570.9418002778
HARYANA,2022-04-15,10,M,84,72872.7397959184
HARYANA,2022-04-16,10,M,84,78382.04931972793
HARYANA,2022-04-17,10,M,92,77965.07502362941
HARYANA,2022-04-18,10,M,98,81848.24156601413
HARYANA,2022-04-19,10,M,95,81874.27479224384
HARYANA,2022-04-20,10,M,93,76038.0908775581
HARYANA,2022-04-21,10,M,89,98811.45436182298
HARYANA,2022-04-22,10,M,95,98158.56797783938
HARYANA,2022-04-23,10,M,92,97756.89922022674
HARYANA,2022-04-24,10,XL,98,87635.03415243654
HARYANA,2022-04-25,10,XL,101,92796.10449955886
HARYANA,2022-04-26,10,XL,100,93381.7099999999
HARYANA,2022-04-27,10,XL,94,90552.89418288821
HARYANA,2022-04-28,10,XL,87,78822.82309420005
HARYANA,2022-04-29,10,XL,92,90726.76559546316
HARYANA,2022-04-30,10,XL,94,88515.75056586694
HARYANA,2022-05-01,10,XL,93,85364.42201410566
HARYANA,2022-05-02,10,L,93,72494.68007862184
HARYANA,2022-05-03,10,XL,91,72470.001690617
HARYANA,2022-05-04,10,L,93,76254.62504335766
HARYANA,2022-05-05,10,XL,93,65299.49242687016
HARYANA,2022-05-06,10,XL,92,66068.70829395083
HARYANA,2022-05-07,10,XL,91,65731.80364690261
HARYANA,2022-05-08,10,XL,90,67670.590617284
HARYANA,2022-05-09,10,L,89,86952.55927281914
HARYANA,2022-05-10,10,M,81,190510.96326779458
HARYANA,2022-05-11,10,M,82,198082.25342058297
HARYANA,2022-05-12,10,M,82,191424.22010707908
HARYANA,2022-05-13,10,M,82,196187.11600237957
HARYANA,2022-05-14,10,M,71,205486.40983931755
HARYANA,2022-05-15,10,M,73,206446.10358416208
HARYANA,2022-05-16,10,M,70,209823.51530612237
HARYANA,2022-05-17,10,M,72,207887.08314043214
HARYANA,2022-05-18,10,XL,71,78367.97857567947
HARYANA,2022-05-19,10,XL,69,80242.90653224115
HARYANA,2022-05-20,10,XL,66,77402.55280073459
HARYANA,2022-05-21,10,XL,66,78150.36019283748
HARYANA,2022-05-22,10,L,65,69381.63408284023
HARYANA,2022-05-23,10,L,68,56965.91955017304
HARYANA,2022-05-24,10,L,71,60743.02638365404
HARYANA,2022-05-25,10,L,74,63676.947589481424
HARYANA,2022-05-26,10,L,69,65039.55555555556
HARYANA,2022-05-27,10,M,70,94109.690612245
HARYANA,2022-05-28,10,M,75,95288.6158222222
HARYANA,2022-05-29,10,M,78,106810.05128205125
HARYANA,2022-05-30,10,M,80,108041.74234374997
HARYANA,2022-05-31,10,M,85,107572.48359861592
HARYANA,2022-06-01,10,M,84,93206.6035997732
HARYANA,2022-06-02,10,M,90,79933.07024691364
HARYANA,2022-06-03,10,M,89,84352.79510162846
HARYANA,2022-06-04,10,M,91,88670.81777563097
HARYANA,2022-06-05,10,M,89,89245.20111097075
HARYANA,2022-06-06,10,M,84,103538.45181405905
HARYANA,2022-06-07,10,L,83,108540.22412541736
HARYANA,2022-06-08,10,M,84,93099.50836167793
HARYANA,2022-06-09,10,L,83,116812.03367687622
HARYANA,2022-06-10,10,L,85,111923.39515570924
HARYANA,2022-06-11,10,L,83,99034.65873131074
HARYANA,2022-06-12,10,L,80,93898.80484375003
HARYANA,2022-06-13,10,L,85,101904.56830449833
HARYANA,2022-06-14,10,L,89,91854.71910112363
HARYANA,2022-06-15,10,L,91,93113.63724187901
HARYANA,2022-06-16,10,L,83,92758.15299753228
HARYANA,2022-06-17,10,L,88,92759.23747417366
HARYANA,2022-06-18,10,L,89,105457.15591465728
HARYANA,2022-06-19,10,L,86,111559.39386154665
HARYANA,2022-06-20,10,L,78,118317.44510190678
HARYANA,2022-06-21,10,XXL,72,89911.80246913579
HARYANA,2022-06-22,10,L,72,118660.38406635798
HARYANA,2022-06-23,10,L,67,115150.66830028954
HARYANA,2022-06-24,10,XXL,69,84758.8813274522
HARYANA,2022-06-25,10,M,65,92941.40686390543
HARYANA,2022-06-26,10,XXL,62,76527.41441207082
HARYANA,2022-06-27,10,L,60,106722.50305555557
HARYANA,2022-06-28,10,L,59,93455.60586038494
HARYANA,2022-06-29,10,M,57,100707.9686057248
HARYANA,2022-06-30,10,XL,56,107251.03443877556
HARYANA,2022-07-01,10,L,51,73711.11264898122
HARYANA,2022-07-02,10,XL,46,109469.63752362941
HARYANA,2022-07-03,10,XL,42,103553.88038548746
HARYANA,2022-07-04,10,XL,34,107896.83737024223
HARYANA,2022-07-05,10,L,31,79532.51612903224
HARYANA,2022-07-06,10,L,23,82141.27032136108
HARYANA,2022-07-07,10,M,14,131739.65816326533
HARYANA,2022-07-08,10,M,7,78738.24489795914
HARYANA,2022-07-09,10,S,4,72486.6875
HIMACHAL PRADESH,2022-04-02,10,L,7,58352.81632653065
HIMACHAL PRADESH,2022-04-03,10,L,10,49147.25
HIMACHAL PRADESH,2022-04-04,10,L,11,49990.247933884384
HIMACHAL PRADESH,2022-04-05,10,L,16,51201.37109375
HIMACHAL PRADESH,2022-04-06,10,L,19,47141.290858725726
HIMACHAL PRADESH,2022-04-07,10,L,19,47141.290858725726
HIMACHAL PRADESH,2022-04-08,10,L,19,47141.290858725726
HIMACHAL PRADESH,2022-04-09,10,L,20,46700.26000000007
HIMACHAL PRADESH,2022-04-10,10,L,21,44487.759637188225
HIMACHAL PRADESH,2022-04-11,10,L,23,66999.97731569002
HIMACHAL PRADESH,2022-04-12,10,L,18,63578.69444444444
HIMACHAL PRADESH,2022-04-13,10,S,16,166868.484375
HIMACHAL PRADESH,2022-04-14,10,L,14,51694.39285714284
HIMACHAL PRADESH,2022-04-15,10,XL,15,126689.62666666665
HIMACHAL PRADESH,2022-04-16,10,L,14,80405.35204081639
HIMACHAL PRADESH,2022-04-17,10,XL,19,149437.19667590025
HIMACHAL PRADESH,2022-04-18,10,XL,22,133100.04338842968
HIMACHAL PRADESH,2022-04-19,10,S,23,124881.2098298677
HIMACHAL PRADESH,2022-04-20,10,L,23,96174.26086956525
HIMACHAL PRADESH,2022-04-21,10,L,24,68590.83333333331
HIMACHAL PRADESH,2022-04-22,10,L,23,68901.85255198495
HIMACHAL PRADESH,2022-04-23,10,L,24,75235.94270833331
HIMACHAL PRADESH,2022-04-24,10,L,28,95703.28954081639
HIMACHAL PRADESH,2022-04-25,10,L,24,106207.74826388899
HIMACHAL PRADESH,2022-04-26,10,S,23,89082.75992438558
HIMACHAL PRADESH,2022-04-27,10,L,23,158517.7088846881
HIMACHAL PRADESH,2022-04-28,10,L,22,136684.62809917354
HIMACHAL PRADESH,2022-04-29,10,L,20,149809.9275000001
HIMACHAL PRADESH,2022-04-30,10,M,21,88597.28344671201
HIMACHAL PRADESH,2022-05-01,10,M,25,78811.68000000005
HIMACHAL PRADESH,2022-05-02,10,M,23,76339.4480151229
HIMACHAL PRADESH,2022-05-03,10,M,24,64543.97222222225
HIMACHAL PRADESH,2022-05-04,10,M,25,65475.79839999991
HIMACHAL PRADESH,2022-05-05,10,M,24,67475.5555555555
HIMACHAL PRADESH,2022-05-06,10,M,23,72000.05671077507
HIMACHAL PRADESH,2022-05-07,10,M,23,79499.08506616263
HIMACHAL PRADESH,2022-05-08,10,M,21,85441.74149659858
HIMACHAL PRADESH,2022-05-09,10,M,25,91176.64000000001
HIMACHAL PRADESH,2022-05-10,10,M,23,72759.90926275984
HIMACHAL PRADESH,2022-05-11,10,M,19,78155.56232686993
HIMACHAL PRADESH,2022-05-12,10,M,18,77743.1358024691
HIMACHAL PRADESH,2022-05-13,10,M,17,83940.93425605539
HIMACHAL PRADESH,2022-05-14,10,M,16,100882.609375
HIMACHAL PRADESH,2022-05-15,10,M,15,104623.31555555563
HIMACHAL PRADESH,2022-05-16,10,XL,16,80676.859375
HIMACHAL PRADESH,2022-05-17,10,XL,16,78830.234375
HIMACHAL PRADESH,2022-05-18,10,XL,15,84048.3733333333
HIMACHAL PRADESH,2022-05-19,10,XL,15,84048.3733333333
HIMACHAL PRADESH,2022-05-20,10,XL,15,87423.9288888888
HIMACHAL PRADESH,2022-05-21,10,XL,14,86432.49489795923
HIMACHAL PRADESH,2022-05-22,10,M,12,78183.66666666663
HIMACHAL PRADESH,2022-05-23,10,M,13,88597.5384615385
HIMACHAL PRADESH,2022-05-24,10,M,12,77290.90972222225
HIMACHAL PRADESH,2022-05-25,10,M,14,78289.91836734698
HIMACHAL PRADESH,2022-05-26,10,M,13,73197.9408284023
HIMACHAL PRADESH,2022-05-27,10,M,11,75256.01652892563
HIMACHAL PRADESH,2022-05-28,10,M,10,81347.25
HIMACHAL PRADESH,2022-05-29,10,L,11,84338.0
HIMACHAL PRADESH,2022-05-30,10,L,10,95229.81000000006
HIMACHAL PRADESH,2022-05-31,10,L,11,93652.99173553719
HIMACHAL PRADESH,2022-06-01,10,L,12,64596.72222222225
HIMACHAL PRADESH,2022-06-02,10,L,13,61620.59171597625
HIMACHAL PRADESH,2022-06-03,10,L,14,88719.78061224491
HIMACHAL PRADESH,2022-06-04,10,L,14,84112.63775510207
HIMACHAL PRADESH,2022-06-05,10,L,13,88302.05917159765
HIMACHAL PRADESH,2022-06-06,10,L,14,83481.0
HIMACHAL PRADESH,2022-06-07,10,S,13,97284.24852071004
HIMACHAL PRADESH,2022-06-08,10,S,16,116308.8125
HIMACHAL PRADESH,2022-06-09,10,S,15,119785.57333333336
HIMACHAL PRADESH,2022-06-10,10,S,17,113650.73356401396
HIMACHAL PRADESH,2022-06-11,10,S,17,104585.50173010386
HIMACHAL PRADESH,2022-06-12,10,S,15,79675.66222222219
HIMACHAL PRADESH,2022-06-13,10,S,17,112284.44290657435
HIMACHAL PRADESH,2022-06-14,10,S,17,116706.38062283746
HIMACHAL PRADESH,2022-06-15,10,S,14,135062.693877551
HIMACHAL PRADESH,2022-06-16,10,S,16,120851.25
HIMACHAL PRADESH,2022-06-17,10,S,15,108087.9288888888
HIMACHAL PRADESH,2022-06-18,10,M,13,47916.3786982249
HIMACHAL PRADESH,2022-06-19,10,M,13,47916.3786982249
HIMACHAL PRADESH,2022-06-20,10,L,11,54986.33057851251
HIMACHAL PRADESH,2022-06-21,10,L,11,54986.33057851251
HIMACHAL PRADESH,2022-06-22,10,L,11,73872.99173553719
HIMACHAL PRADESH,2022-06-23,10,XL,12,87720.74305555562
HIMACHAL PRADESH,2022-06-24,10,L,12,87052.6875
HIMACHAL PRADESH,2022-06-25,10,XL,14,100279.40816326521
HIMACHAL PRADESH,2022-06-26,10,L,15,83389.84888888884
HIMACHAL PRADESH,2022-06-27,10,L,15,83449.04888888879
HIMACHAL PRADESH,2022-06-28,10,L,15,82489.7955555555
HIMACHAL PRADESH,2022-06-29,10,S,16,79106.5625
HIMACHAL PRADESH,2022-06-30,10,S,14,78304.38775510213
HIMACHAL PRADESH,2022-07-01,10,S,14,78304.38775510213
HIMACHAL PRADESH,2022-07-02,10,S,13,81601.00591715978
HIMACHAL PRADESH,2022-07-03,10,S,11,91242.41322314052
HIMACHAL PRADESH,2022-07-04,10,S,9,90481.99999999994
HIMACHAL PRADESH,2022-07-05,10,S,7,87871.06122448982
HIMACHAL PRADESH,2022-07-06,10,M,5,11579.360000000102
HIMACHAL PRADESH,2022-07-07,10,S,5,99995.19999999995
HIMACHAL PRADESH,2022-07-08,10,S,4,19506.1875
JAMMU & KASHMIR,2022-04-02,10,3XL,1,0.0
JAMMU & KASHMIR,2022-04-03,10,M,2,20449.0
JAMMU & KASHMIR,2022-04-04,10,XL,3,28466.0
JAMMU & KASHMIR,2022-04-05,10,3XL,4,133778.25
JAMMU & KASHMIR,2022-04-06,10,M,5,67259.03999999998
JAMMU & KASHMIR,2022-04-07,10,3XL,7,109701.42857142852
JAMMU & KASHMIR,2022-04-08,10,M,7,49587.38775510207
JAMMU & KASHMIR,2022-04-09,10,3XL,10,106060.04000000004
JAMMU & KASHMIR,2022-04-10,10,3XL,11,108706.42975206621
JAMMU & KASHMIR,2022-04-11,10,3XL,12,100465.13888888893
JAMMU & KASHMIR,2022-04-12,10,3XL,13,85063.38461538462
JAMMU & KASHMIR,2022-04-13,10,3XL,14,88018.51530612237
JAMMU & KASHMIR,2022-04-14,10,3XL,14,72923.94387755106
JAMMU & KASHMIR,2022-04-15,10,3XL,14,70687.78061224491
JAMMU & KASHMIR,2022-04-16,10,3XL,15,103104.02666666661
JAMMU & KASHMIR,2022-04-17,10,3XL,15,97563.97333333327
JAMMU & KASHMIR,2022-04-18,10,3XL,16,91604.62109375
JAMMU & KASHMIR,2022-04-19,10,3XL,14,95107.53061224485
JAMMU & KASHMIR,2022-04-20,10,L,14,47939.31122448982
JAMMU & KASHMIR,2022-04-21,10,L,15,46051.09333333332
JAMMU & KASHMIR,2022-04-22,10,S,19,71276.97506925208
JAMMU & KASHMIR,2022-04-23,10,S,21,72235.63265306107
JAMMU & KASHMIR,2022-04-24,10,L,20,36758.147499999905
JAMMU & KASHMIR,2022-04-25,10,L,19,38166.66481994459
JAMMU & KASHMIR,2022-04-26,10,S,19,64478.87534626038
JAMMU & KASHMIR,2022-04-27,10,S,21,65547.75963718828
JAMMU & KASHMIR,2022-04-28,10,S,21,62741.93650793657
JAMMU & KASHMIR,2022-04-29,10,S,21,58602.78911564627
JAMMU & KASHMIR,2022-04-30,10,S,19,51004.65927977837
JAMMU & KASHMIR,2022-05-01,10,L,14,48260.81632653059
JAMMU & KASHMIR,2022-05-02,10,XL,16,123050.0
JAMMU & KASHMIR,2022-05-03,10,M,15,91493.35999999993
JAMMU & KASHMIR,2022-05-04,10,XL,14,75193.48979591846
JAMMU & KASHMIR,2022-05-05,10,XL,16,67480.77734375
JAMMU & KASHMIR,2022-05-06,10,M,18,81380.57098765427
JAMMU & KASHMIR,2022-05-07,10,M,16,59262.05859375
JAMMU & KASHMIR,2022-05-08,10,M,17,47974.79584775097
JAMMU & KASHMIR,2022-05-09,10,XL,18,74495.61728395056
JAMMU & KASHMIR,2022-05-10,10,XL,16,66417.984375
JAMMU & KASHMIR,2022-05-11,10,XL,17,64132.2906574395
JAMMU & KASHMIR,2022-05-12,10,L,15,52272.37333333329
JAMMU & KASHMIR,2022-05-13,10,L,14,55294.918367346865
JAMMU & KASHMIR,2022-05-14,10,L,13,54728.39053254435
JAMMU & KASHMIR,2022-05-15,10,L,13,66150.02366863919
JAMMU & KASHMIR,2022-05-16,10,L,14,61507.34693877539
JAMMU & KASHMIR,2022-05-17,10,L,15,62034.51555555547
JAMMU & KASHMIR,2022-05-18,10,L,13,61276.63905325433
JAMMU & KASHMIR,2022-05-19,10,XXL,12,74753.24305555556
JAMMU & KASHMIR,2022-05-20,10,L,12,36760.97222222225
JAMMU & KASHMIR,2022-05-21,10,L,11,39192.066115702444
JAMMU & KASHMIR,2022-05-22,10,M,13,51759.01775147929
JAMMU & KASHMIR,2022-05-23,10,M,14,60523.96428571432
JAMMU & KASHMIR,2022-05-24,10,M,13,64824.2485207101
JAMMU & KASHMIR,2022-05-25,10,M,12,47878.5
JAMMU & KASHMIR,2022-05-26,10,XXL,11,55743.14049586776
JAMMU & KASHMIR,2022-05-27,10,XXL,10,50557.25
JAMMU & KASHMIR,2022-05-28,10,3XL,10,61377.08999999997
JAMMU & KASHMIR,2022-05-29,10,3XL,10,61377.08999999997
JAMMU & KASHMIR,2022-05-30,10,3XL,9,64147.7283950618
JAMMU & KASHMIR,2022-05-31,10,3XL,10,82992.75999999995
JAMMU & KASHMIR,2022-06-01,10,L,10,172642.40999999992
JAMMU & KASHMIR,2022-06-02,10,L,10,165476.1600000001
JAMMU & KASHMIR,2022-06-03,10,L,11,159097.86776859505
JAMMU & KASHMIR,2022-06-04,10,L,13,159824.4023668639
JAMMU & KASHMIR,2022-06-05,10,L,14,104798.71428571426
JAMMU & KASHMIR,2022-06-06,10,L,16,89295.3125
JAMMU & KASHMIR,2022-06-07,10,L,17,84127.93771626306
JAMMU & KASHMIR,2022-06-08,10,L,19,77028.14404432126
JAMMU & KASHMIR,2022-06-09,10,L,19,81063.9335180056
JAMMU & KASHMIR,2022-06-10,10,L,18,83528.36111111118
JAMMU & KASHMIR,2022-06-11,10,XXL,17,95012.33910034603
JAMMU & KASHMIR,2022-06-12,10,L,17,81064.9134948097
JAMMU & KASHMIR,2022-06-13,10,L,20,62690.28749999998
JAMMU & KASHMIR,2022-06-14,10,L,20,59648.22749999998
JAMMU & KASHMIR,2022-06-15,10,L,18,46464.867283950676
JAMMU & KASHMIR,2022-06-16,10,L,16,55882.9375
JAMMU & KASHMIR,2022-06-17,10,L,15,57905.52888888877
JAMMU & KASHMIR,2022-06-18,10,L,13,63709.763313609525
JAMMU & KASHMIR,2022-06-19,10,L,13,56790.366863905336
JAMMU & KASHMIR,2022-06-20,10,L,13,56790.366863905336
JAMMU & KASHMIR,2022-06-21,10,3XL,14,147247.51530612248
JAMMU & KASHMIR,2022-06-22,10,XXL,14,62094.80102040811
JAMMU & KASHMIR,2022-06-23,10,XXL,14,62094.80102040811
JAMMU & KASHMIR,2022-06-24,10,XXL,15,58676.11555555562
JAMMU & KASHMIR,2022-06-25,10,XXL,12,69418.7430555555
JAMMU & KASHMIR,2022-06-26,10,XXL,12,69418.7430555555
JAMMU & KASHMIR,2022-06-27,10,XXL,12,69993.1875
JAMMU & KASHMIR,2022-06-28,10,XXL,13,68571.47928994085
JAMMU & KASHMIR,2022-06-29,10,XXL,12,37715.75
JAMMU & KASHMIR,2022-06-30,10,XXL,11,27309.52066115709
JAMMU & KASHMIR,2022-07-01,10,XXL,7,33482.20408163272
JAMMU & KASHMIR,2022-07-02,10,XL,6,3520.8888888889924
JAMMU & KASHMIR,2022-07-03,10,XXL,5,12969.360000000044
